django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,782 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\signing.py first seen with mtime 1739764111.7953317
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\_request_methods.py first seen with mtime 1739855743.8941848
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\ipaddress.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\sqlite3\dbapi2.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File F:\python\advocatediary\advocatediary\urls.py first seen with mtime 1740146896.631277
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\context.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,783 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\utils.py first seen with mtime 1739855756.356508
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\ctypes\wintypes.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\security\base.py first seen with mtime 1739764111.8830068
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\json.py first seen with mtime 1739764112.2523048
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\utils.py first seen with mtime 1739764112.2487924
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\zoneinfo\__init__.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\urllib\parse.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,784 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\reverse.py first seen with mtime 1739764224.8519106
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\__init__.py first seen with mtime 1739764112.224252
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\options.py first seen with mtime 1739764112.246281
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\__init__.py first seen with mtime 1739764112.268807
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\compat.py first seen with mtime 1739764224.8404098
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\postgres\search.py first seen with mtime 1739764109.96767
django.utils.autoreload DEBUG 2025-02-21 19:38:52,785 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\exceptions.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\shutil.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\urllib\response.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\format_helpers.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1739764102.4479148
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\http\response.py first seen with mtime 1739764112.3283236
django.utils.autoreload DEBUG 2025-02-21 19:38:52,786 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_bz2.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\generic\edit.py first seen with mtime 1739764112.399555
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\_compression.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\status_codes.py first seen with mtime 1739855756.96399
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\env\Lib\site-packages\asgiref\sync.py first seen with mtime 1739764105.9159155
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\advocatediary\advocatediary\views.py first seen with mtime 1740144548.8434925
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\env\Lib\site-packages\dbbackup\apps.py first seen with mtime 1739969515.922358
django.utils.autoreload DEBUG 2025-02-21 19:38:52,787 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\_collections.py first seen with mtime 1739855743.8931856
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1739764112.0011206
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\http.py first seen with mtime 1739764112.3760545
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\related_descriptors.py first seen with mtime 1739764112.25529
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\__init__.py first seen with mtime 1739764112.3885639
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\handlers\wsgi.py first seen with mtime 1739764112.0066595
django.utils.autoreload DEBUG 2025-02-21 19:38:52,788 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1739764112.170863
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\serializers\__init__.py first seen with mtime 1739764112.178859
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\lookups.py first seen with mtime 1739764112.244775
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loader.py first seen with mtime 1739764112.3399515
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\timezone.py first seen with mtime 1739764225.0117576
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\smartif.py first seen with mtime 1739764112.3424573
django.utils.autoreload DEBUG 2025-02-21 19:38:52,789 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1739764112.3865685
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\stringprep.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\re\_constants.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\socket.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\hooks.py first seen with mtime 1739855756.959721
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\constants.py first seen with mtime 1739764112.2633064
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\jobstores\__init__.py first seen with mtime 1740112938.258078
django.utils.autoreload DEBUG 2025-02-21 19:38:52,790 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\copy.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\json\scanner.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1739764112.3293233
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\text.py first seen with mtime 1739764112.382555
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\management\__init__.py first seen with mtime 1739764111.758444
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\exceptions.py first seen with mtime 1739855743.899808
django.utils.autoreload DEBUG 2025-02-21 19:38:52,791 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1739764112.3459628
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\graphlib.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\executors\base.py first seen with mtime 1740112938.2540839
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\filepost.py first seen with mtime 1739855743.901877
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sessions\exceptions.py first seen with mtime 1739764110.2901204
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\context.py first seen with mtime 1739764112.3358269
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\re\_compiler.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,792 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\mime\nonmultipart.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\move.py first seen with mtime 1739764111.8897297
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\utils.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\response.py first seen with mtime 1739855743.920092
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1739764112.19476
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\middleware\security.py first seen with mtime 1739764112.3333204
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1739764111.7464414
django.utils.autoreload DEBUG 2025-02-21 19:38:52,793 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_lzma.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\process.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_wmi.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1739764110.2926264
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\encoders.py first seen with mtime 1739764225.0057461
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_subprocess.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,794 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\encoding.py first seen with mtime 1739764112.3725502
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\selectors.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\features.py first seen with mtime 1739764112.2212539
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1739764111.7354286
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\zipfile\_path\__init__.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\_itertools.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\schedulers\background.py first seen with mtime 1740112938.2671
django.utils.autoreload DEBUG 2025-02-21 19:38:52,795 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\operations\models.py first seen with mtime 1739764112.235767
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\_header_value_parser.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\utils.py first seen with mtime 1739764102.4439185
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\formsets.py first seen with mtime 1739764112.2718053
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\heapq.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\unicodedata.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,796 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1739764111.8820145
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\_functional.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\subprocess.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\parser.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\paginator.py first seen with mtime 1739764111.794334
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\datastructures.py first seen with mtime 1739764112.3685358
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\manager.py first seen with mtime 1739764112.2452865
django.utils.autoreload DEBUG 2025-02-21 19:38:52,797 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\utils.py first seen with mtime 1739855756.9649827
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\files.py first seen with mtime 1739764111.8679423
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\images.py first seen with mtime 1739764111.8887382
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\feedparser.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\threading.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\admin.py first seen with mtime 1739764108.251971
django.utils.autoreload DEBUG 2025-02-21 19:38:52,798 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\management\color.py first seen with mtime 1739764112.158363
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\model_checks.py first seen with mtime 1739764111.875448
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\base.py first seen with mtime 1739764111.8887382
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\security\csrf.py first seen with mtime 1739764111.884008
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\schedulers\__init__.py first seen with mtime 1740112938.2661006
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\views.py first seen with mtime 1739764111.757445
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loaders\base.py first seen with mtime 1739764112.3469622
django.utils.autoreload DEBUG 2025-02-21 19:38:52,799 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\management\base.py first seen with mtime 1739764112.158363
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\http\cookiejar.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\utils.py first seen with mtime 1739764109.9591367
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\relations.py first seen with mtime 1739764224.8489134
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\util.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\urls\converters.py first seen with mtime 1739764112.3605273
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\util.py first seen with mtime 1739855743.9260848
django.utils.autoreload DEBUG 2025-02-21 19:38:52,800 autoreload 20648 692 File F:\python\advocatediary\v1\apps.py first seen with mtime 1738476638.5728865
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1739764111.757445
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File F:\python\advocatediary\v1\manager.py first seen with mtime 1738476638.5738854
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\errors.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\zoneinfo\_common.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\utils.py first seen with mtime 1739764107.6243606
django.utils.autoreload DEBUG 2025-02-21 19:38:52,801 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\protocols.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\staggered.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\__init__.py first seen with mtime 1739764107.6138432
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\_parseaddr.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\breadcrumbs.py first seen with mtime 1739764225.0047464
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1739764112.178859
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\locale.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,802 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\debug.py first seen with mtime 1739764112.3900604
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\weakref.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\termcolors.py first seen with mtime 1739764112.381555
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\signals.py first seen with mtime 1739764108.2629783
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\wait.py first seen with mtime 1739855743.9260848
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\_deprecate.py first seen with mtime 1739764103.5271633
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\cd.py first seen with mtime 1739855756.3505127
django.utils.autoreload DEBUG 2025-02-21 19:38:52,803 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\sslproto.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\connection.py first seen with mtime 1739855743.8964448
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\models.py first seen with mtime 1739764107.6208546
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_collections.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\Image.py first seen with mtime 1739764103.487044
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\contextlib.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,804 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\http\cookie.py first seen with mtime 1739764112.3263245
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1739764112.3485115
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\handlers\asgi.py first seen with mtime 1739764112.0021126
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\__init__.py first seen with mtime 1739764112.3343205
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\advocatediary\advocatediary\staff_views.py first seen with mtime 1738476638.2203915
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\_weakrefset.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1739764107.3005795
django.utils.autoreload DEBUG 2025-02-21 19:38:52,805 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\conf\global_settings.py first seen with mtime 1739764107.2962651
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\autoreload.py first seen with mtime 1739764112.3650312
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\http2\probe.py first seen with mtime 1739855743.9169407
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1739764112.1798573
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\handler.py first seen with mtime 1739764111.9258451
django.utils.autoreload DEBUG 2025-02-21 19:38:52,806 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1739764112.3770504
